Fips,Target
49041,0
49043,0
49045,0
49047,0
49049,0
49051,0
49053,0
49055,0
49057,0
50001,0
50003,0
50005,0
50007,0
50009,0
50011,0
50013,0
50015,0
50017,0
50019,0
50021,0
50023,0
50025,0
50027,0
51001,0
51003,0
51005,0
51007,0
51009,0
51011,0
51013,1
51015,0
51017,0
51019,0
51021,0
51023,0
51025,0
51027,0
51029,0
51031,0
51033,0
51035,0
51036,0
51037,0
51041,0
51043,0
51045,0
51047,0
51049,0
51051,0
51053,0
51057,0
51059,0
51061,0
51063,0
51065,0
51067,0
51069,0
51071,0
51073,0
51075,0
51077,0
51079,0
51081,0
51083,0
51085,0
51087,0
51089,0
51091,0
51093,0
51095,0
51097,0
51099,0
51101,0
51103,0
51105,0
51107,0
51109,0
51111,0
51113,0
51115,0
51117,0
51119,0
51121,0
51125,0
51127,0
51131,1
51133,0
51135,0
51137,0
51139,0
51141,0
51143,0
51145,0
51147,0
51149,0
51153,0
51155,0
51157,0
51159,0
51161,0
51163,0
51165,0
51167,0
51169,0
51171,0
51173,0
51175,0
51177,0
51179,0
51181,0
51183,0
51185,0
51187,0
51191,0
51193,0
51195,0
51197,0
51199,0
51510,1
51520,0
51530,0
51540,0
51550,0
51570,0
51580,0
51590,0
51595,0
51600,0
51610,1
51620,1
51630,0
51640,0
51650,1
51660,1
51670,0
51678,1
51680,0
51683,1
51685,0
51690,0
51700,0
51710,1
51720,0
51730,0
51735,0
51740,0
51750,0
51760,0
51770,0
51775,0
51790,0
51800,0
51810,0
51820,0
51830,0
51840,1
53001,1
53003,0
53005,0
53007,0
53009,0
53011,0
53013,0
53015,0
53017,1
53019,0
53021,0
53023,0
53025,0
53027,0
53029,0
53031,0
53033,0
53035,0
53037,0
53039,0
53041,0
53043,0
53045,0
53047,0
53049,0
53051,0
53053,0
53055,0
53057,0
53059,0
53061,0
53063,1
53065,0
53067,0
53069,0
53071,0
53073,0
53075,1
53077,0
54001,0
54003,0
54005,0
54007,0
54009,0
54011,0
54013,0
54015,0
54017,0
54019,0
54021,0
54023,0
54025,0
54027,0
54029,0
54031,0
54033,0
54035,0
54037,0
54039,0
54041,0
54043,0
54045,0
54047,0
54049,0
54051,0
54053,0
54055,0
54057,0
54059,0
54061,0
54063,0
54065,0
54067,0
54069,0
54071,0
54073,0
54075,0
54077,0
54079,0
54081,0
54083,0
54085,0
54087,0
54089,0
54091,0
54093,0
54095,0
54097,0
54099,0
54101,0
54103,0
54105,0
54107,0
54109,0
55001,1
55003,0
55005,0
55007,0
55009,1
55011,0
55013,0
55015,1
55017,0
55019,0
55021,1
55023,0
55025,1
55027,1
55029,0
55031,0
55033,0
55035,0
55037,0
55039,1
55041,0
55043,0
55045,1
55047,1
55049,1
55051,0
55053,0
55055,0
55057,0
55059,1
55061,1
55063,0
55065,1
55067,0
55069,0
55071,1
55073,0
55075,0
55077,1
55078,0
55079,0
55081,0
55083,0
55085,0
55087,0
55089,1
55091,0
55093,0
55095,0
55097,0
55099,0
55101,1
55103,0
55105,0
55107,0
55109,1
55111,1
55113,0
55115,0
55117,1
55119,0
55121,0
55123,0
55125,0
55127,0
55129,0
55131,1
55133,1
55135,0
55137,0
55139,1
55141,0
56001,0
56003,0
56005,1
56007,0
56009,0
56011,1
56013,0
56015,0
56017,0
56019,0
56021,0
56023,0
56025,0
56027,0
56029,0
56031,0
56033,1
56035,0
56037,1
56039,0
56041,0
56043,1
56045,1
72001,1
72003,1
72005,1
72007,1
72009,0
72011,1
72013,1
72015,0
72017,1
72019,0
72021,1
72023,1
72025,0
72027,1
72029,1
72031,1
72033,0
72035,0
72037,0
72039,0
72041,0
72043,0
72045,0
72047,0
72049,1
72051,1
72053,0
72054,1
72055,0
72057,1
72059,0
72061,1
72063,1
72065,1
72067,1
72069,0
72071,1
72073,1
72075,0
72077,0
72079,0
72081,1
72083,1
72085,1
72087,0
72089,0
72091,1
72093,1
72095,1
72097,1
72099,1
72101,0
72103,0
72105,0
72107,0
72109,0
72111,1
72113,1
72115,1
72117,0
72119,0
72121,1
72123,0
72125,1
72127,1
72129,0
72131,1
72133,0
72135,1
72137,0
72139,1
72141,1
72143,1
72145,1
72147,0
72149,0
72151,1
72153,1
