Fips,Target
13139,0
13141,0
13143,0
13145,0
13147,0
13149,0
13151,0
13153,0
13155,0
13157,0
13159,0
13161,0
13163,0
13165,0
13167,0
13169,0
13171,0
13173,0
13175,0
13177,0
13179,0
13181,0
13183,0
13185,0
13187,0
13189,0
13191,0
13193,0
13195,0
13197,0
13199,0
13201,0
13205,0
13207,0
13209,0
13211,0
13213,0
13215,0
13217,0
13219,0
13221,0
13223,0
13225,0
13227,0
13229,0
13231,0
13233,0
13235,0
13237,0
13239,0
13241,0
13243,0
13245,0
13247,0
13249,0
13251,0
13253,0
13255,0
13257,0
13259,0
13261,0
13263,0
13265,0
13267,0
13269,0
13271,0
13273,0
13275,0
13277,0
13279,0
13281,0
13283,0
13285,0
13287,0
13289,0
13291,0
13293,0
13295,0
13297,0
13299,0
13301,0
13303,0
13305,0
13307,0
13309,0
13311,0
13313,0
13315,0
13317,0
13319,0
13321,0
15001,1
15003,0
15005,0
15007,1
15009,1
16001,0
16003,0
16005,0
16007,0
16009,0
16011,1
16013,0
16015,0
16017,0
16019,0
16021,0
16023,1
16025,0
16027,0
16029,0
16031,0
16033,1
16035,0
16037,0
16039,0
16041,0
16043,0
16045,0
16047,0
16049,0
16051,1
16053,0
16055,0
16057,0
16059,0
16061,0
16063,0
16065,1
16067,0
16069,0
16071,1
16073,1
16075,0
16077,0
16079,0
16081,0
16083,1
16085,0
16087,1
17001,0
17003,0
17005,0
17007,1
17009,0
17011,1
17013,0
17015,1
17017,0
17019,0
17021,0
17023,0
17025,0
17027,0
17029,0
17031,0
17033,0
17035,0
17037,1
17039,0
17041,0
17043,0
17045,0
17047,0
17049,0
17051,0
17053,1
17055,0
17057,0
17059,0
17061,0
17063,1
17065,0
17067,0
17069,0
17071,1
17073,1
17075,1
17077,0
17079,0
17081,0
17083,0
17085,0
17087,0
17089,1
17091,1
17093,1
17095,1
17097,1
17099,1
17101,0
17103,1
17105,1
17107,1
17109,0
17111,1
17113,1
17115,0
17117,0
17119,0
17121,0
17123,1
17125,1
17127,0
17129,0
17131,1
17133,0
17135,0
17137,1
17139,0
17141,1
17143,1
17145,0
17147,1
17149,0
17151,0
17153,0
17155,0
17157,0
17159,0
17161,1
17163,0
17165,0
17167,0
17169,0
17171,1
17173,0
17175,1
17177,1
17179,1
17181,0
17183,0
17185,0
17187,1
17189,1
17191,0
17193,1
17195,1
17197,1
17199,0
17201,1
17203,1
18001,1
18003,1
18005,0
18007,1
18009,1
18011,0
18013,0
18015,1
18017,1
18019,0
18021,0
18023,1
18025,0
18027,0
18029,1
18031,1
18033,1
18035,1
18037,0
18039,1
18041,0
18043,0
18045,0
18047,0
18049,1
18051,0
18053,1
18055,0
18057,0
18059,0
18061,0
18063,0
18065,0
18067,1
18069,1
18071,0
18073,1
18075,1
18077,0
18079,0
18081,0
18083,0
18085,1
18087,1
18089,1
18091,0
18093,0
18095,0
18097,0
18099,1
18101,0
18103,1
18105,0
18107,0
18109,0
18111,1
18113,1
18115,1
18117,0
18119,0
18121,0
18123,0
18125,0
18127,1
18129,1
18131,1
18133,0
18135,1
18137,1
18139,1
18141,1
18143,0
18145,1
18147,1
18149,1
18151,1
18153,0
18155,0
18157,0
18159,1
18161,0
18163,0
18165,0
18167,0
18169,1
18171,0
18173,0
18175,0
18177,1
18179,1
18181,1
18183,1
19001,1
19003,1
19005,0
19007,0
19009,1
19011,0
19013,1
19015,1
19017,1
19019,1
19021,1
19023,1
19025,1
19027,1
19029,1
19031,0
19033,1
19035,1
19037,1
19039,1
19041,1
19043,0
19045,1
19047,1
19049,0
19051,0
19053,1
19055,0
19057,0
19059,1
19061,1
19063,1
19065,1
19067,1
19069,1
19071,1
19073,1
19075,1
19077,1
19079,1
19081,1
19083,1
19085,1
19087,0
19089,1
19091,1
19093,1
19095,0
19097,1
19099,0
19101,0
19103,0
19105,0
19107,0
19109,1
19111,0
19113,0
19115,0
19117,0
19119,1
19121,0
19123,0
19125,0
19127,1
19129,1
19131,1
19133,1
19135,0
19137,1
19139,1
19141,1
19143,1
19145,1
19147,1
19149,1
19151,1
19153,1
19155,1
19157,0
19159,1
19161,1
19163,1
19165,1
19167,1
19169,1
19171,0
19173,1
19175,1
19177,0
19179,0
19181,1
19183,0
19185,0
19187,1
19189,1
19191,1
19193,1
19195,1
19197,1
20001,0
20003,0
20005,0
20007,0
20009,0
20011,0
20013,0
20015,1
20017,0
20019,0
20021,1
20023,0
20025,0
20027,0
20029,0
20031,0
20033,1
20035,0
20037,1
20039,0
20041,0
20043,0
20045,0
20047,0
20049,0
20051,1
20053,0
20055,0
20057,0
20059,0
20061,0
20063,1
20065,1
20067,1
20069,0
20071,1
20073,0
20075,1
20077,0
20079,0
20081,0
20083,1
20085,0
20087,0
20089,0
20091,0
20093,0
20095,0
20097,0
20099,0
20101,0
20103,0
20105,0
20107,0
20109,1
20111,0
20113,0
20115,0
20117,0
20119,1
20121,0
20123,0
20125,0
20127,0
20129,1
20131,0
20133,0
20135,1
20137,0
20139,0
20141,0
20143,0
20145,0
20147,0
20149,0
20151,0
20153,0
20155,0
20157,0
20159,0
20161,0
20163,1
20165,0
20167,0
20169,0
20171,1
20173,0
20175,1
20177,0
20179,1
20181,0
20183,0
20185,0
20187,1
20189,1
20191,0
20193,1
20195,1
20197,0
20199,1
20201,0
20203,1
20205,0
20207,0
20209,0
21001,1
21003,1
21005,0
21007,1
21009,1
21011,1
21013,0
21015,0
21017,1
21019,0
21021,1
21023,0
21025,0
21027,0
21029,0
21031,0
21033,0
21035,0
21037,0
21039,1
21041,0
21043,0
21045,0
21047,1
21049,1
21051,0
21053,0
21055,0
21057,0
21059,1
21061,0
21063,0
21065,0
21067,1
21069,1
21071,0
21073,0
21075,1
21077,0
21079,0
21081,1
21083,1
21085,0
21087,1
21089,0
21091,0
21093,0
21095,0
21097,1
21099,0
21101,1
21103,1
21105,1
21107,0
21109,0
21111,0
21113,0
21115,0
21117,1
21119,0
21121,0
21123,1
21125,0
21127,0
21129,0
21131,0
21133,0
21135,0
21137,1
21139,0
21141,1
21143,0
21145,0
21147,0
21149,1
21151,0
21153,0
21155,0
21157,0
21159,0
21161,0
21163,0
21165,0
21167,1
21169,0
21171,1
21173,1
21175,0
21177,0
21179,0
21181,1
21183,0
21185,0
21187,0
21189,0
21191,0
21193,0
21195,0
21197,0
21199,0
21201,0
21203,0
21205,0
21207,0
21209,1
21211,1
21213,1
21215,0
21217,1
21219,1
21221,0
21223,0
21225,1
21227,1
21229,0
21231,0
21233,1
21235,0
21237,0
21239,1
22001,1
22003,0
22005,0
22007,0
22009,0
22011,0
22013,0
22015,0
22017,0
22019,1
22021,0
22023,1
22025,0
22027,0
22029,0
22031,0
22033,0
22035,1
22037,0
22039,0
22041,0
22043,0
22045,0
22047,0
22049,0
22051,1
22053,1
22055,1
22057,0
22059,0
22061,0
22063,0
22065,1
22067,1
22069,0
22071,1
22073,0
22075,1
22077,0
22079,0
22081,1
22083,1
22085,0
22087,1
22089,0
22091,0
22093,0
22095,0
22097,1
22099,0
22101,0
22103,0
22105,0
22107,0
22109,1
22111,0
22113,1
22115,0
22117,0
22119,0
22121,0
22123,1
22125,0
22127,0
23001,0
23003,0
23005,0
23007,0
23009,0
23011,0
23013,0
23015,0
23017,0
23019,0
23021,0
23023,0
23025,0
23027,0
23029,0
23031,0
24001,0
24003,0
24005,0
24009,0
24011,0
24013,0
24015,0
24017,0
24019,1
24021,0
24023,0
24025,0
24027,0
24029,0
24031,0
24033,0
24035,0
24037,0
24039,0
24041,1
24043,0
24045,0
24047,0
24510,0
25001,1
25003,0
25005,0
25007,1
25009,0
25011,0
25013,0
25015,0
25017,0
25019,1
25021,0
25023,0
25025,0
25027,0
26001,0
26003,0
26005,0
26007,0
26009,0
26011,0
26013,0
26015,0
26017,1
26019,0
26021,1
26023,1
26025,1
26027,1
26029,0
26031,0
26033,0
26035,0
26037,1
26039,0
26041,0
26043,0
26045,1
26047,0
26049,0
26051,0
26053,0
26055,0
26057,1
26059,1
26061,0
26063,1
26065,1
26067,1
26069,0
26071,0
26073,1
26075,0
26077,0
26079,0
26081,0
26083,0
26085,0
26087,0
26089,0
26091,1
26093,0
26095,0
26097,0
26099,1
26101,0
26103,0
26105,0
26107,0
26109,0
26111,0
26113,0
26115,1
26117,1
26119,0
26121,0
26123,0
26125,0
26127,0
26129,0
26131,0
26133,0
26135,0
26137,0
26139,1
26141,0
26143,0
26145,1
26147,1
26149,1
26151,0
26153,0
26155,1
26157,0
26159,0
26161,0
26163,0
26165,0
27001,0
27003,0
27005,0
27007,0
27009,1
27011,1
27013,1
27015,1
27017,0
27019,1
27021,0
27023,0
27025,0
27027,1
27029,0
27031,0
27033,1
27035,0
27037,1
27039,1
27041,0
27043,1
27045,1
27047,1
27049,1
27051,1
27053,1
27055,0
27057,0
27059,0
27061,0
27063,1
27065,0
27067,0
27069,0
27071,0
27073,1
27075,0
27077,0
27079,1
27081,1
27083,1
27085,1
27087,0
27089,0
27091,1
27093,1
27095,0
27097,0
27099,1
27101,1
27103,1
27105,1
27107,1
27109,1
27111,1
27113,0
27115,0
27117,1
27119,1
27121,0
27123,0
27125,1
27127,1
27129,1
27131,1
27133,1
27135,0
27137,0
27139,1
27141,0
27143,1
27145,0
27147,1
27149,0
27151,0
27153,0
27155,1
27157,1
27159,0
27161,1
27163,1
27165,1
27167,1
27169,0
27171,1
27173,1
28001,0
28003,0
28005,0
28007,0
28009,0
28011,0
28013,0
28015,0
28017,0
28019,0
28021,0
28023,0
28025,0
28027,0
28029,0
28031,0
28033,1
28035,0
28037,0
28039,0
28041,0
28043,0
28045,0
28047,0
28049,0
28051,0
28053,1
28055,0
28057,0
28059,0
28061,0
28063,0
28065,0
28067,0
28069,0
28071,0
28073,0
28075,0
28077,0
28079,0
28081,0
28083,1
28085,0
28087,0
28089,0
28091,0
28093,0
28095,0
28097,0
28099,0
28101,0
28103,0
28105,0
28107,0
28109,0
28111,0
28113,0
28115,0
28117,0
28119,1
28121,0
28123,0
28125,0
28127,0
28129,0
28131,0
28133,1
28135,0
28137,1
28139,0
28141,0
28143,0
28145,0
28147,0
28149,0
28151,0
28153,0
28155,0
28157,0
28159,0
28161,0
28163,0
29001,0
29003,0
29005,1
29007,0
29009,0
29011,1
29013,0
29015,0
29017,0
29019,0
29021,0
29023,0
29025,0
29027,0
29029,0
29031,0
29033,0
29035,0
29037,0
29039,0
29041,0
29043,0
29045,0
29047,0
29049,0
29051,0
29053,0
29055,0
29057,1
29059,0
29061,0
29063,0
29065,0
29067,0
29069,1
29071,0
29073,0
29075,0
29077,0
29079,0
29081,0
29083,0
29085,0
29087,0
29089,0
29091,0
29093,0
29095,0
29097,1
29099,0
29101,0
29103,0
29105,0
29107,0
29109,1
29111,0
29113,0
29115,0
29117,0
29119,0
29121,0
29123,0
29125,0
29127,0
29129,0
29131,0
29133,1
29135,0
29137,0
29139,0
29141,0
29143,1
29145,1
29147,0
29149,0
29151,0
29153,0
29155,1
29157,0
29159,0
29161,0
29163,0
29165,0
29167,0
29169,0
29171,0
29173,0
29175,0
29177,0
29179,0
29181,0
29183,0
29185,0
29186,0
29187,0
29189,0
29195,0
29197,0
29199,0
29201,0
29203,0
29205,0
29207,0
29209,0
29211,0
29213,0
29215,0
29217,0
29219,0
29221,0
29223,0
29225,0
29227,0
29229,0
29510,0
30001,0
30003,1
30005,0
30007,0
30009,0
30011,0
30013,0
30015,0
30017,0
30019,1
30021,0
30023,0
30025,0
30027,0
30029,0
30031,0
30033,0
30035,0
30037,0
30039,0
30041,0
30043,0
30045,0
30047,0
30049,0
30051,0
30053,0
30055,0
30057,0
30059,0
30061,0
30063,0
30065,0
30067,0
30069,0
30071,0
30073,0
30075,1
30077,0
30079,0
30081,0
30083,0
30085,1
30087,0
30089,0
30091,1
30093,0
30095,0
30097,0
30099,0
30101,0
30103,0
30105,0
30107,1
30109,0
30111,0
31001,1
31003,0
31005,1
31007,0
31009,0
31011,0
31013,0
31015,0
31017,0
31019,0
31021,1
31023,1
31025,0
31027,1
31029,1
31031,1
31033,0
31035,0
31037,1
31039,1
31041,1
31043,1
31045,1
31047,0
31049,0
31051,1
31053,1
31055,0
31057,0
31059,0
31061,0
31063,1
31065,0
31067,0
31069,1
31071,1
31073,0
31075,1
31077,0
31079,0
31081,0
31083,0
31085,1
31087,0
31089,1
31091,1
31093,0
31095,0
31097,1
31099,0
31101,0
31103,0
31105,0
31107,1
31109,1
31111,0
31113,1
31115,0
31117,1
31119,0
31121,0
31123,0
31125,0
31127,1
31129,0
31131,1
31133,0
31135,0
31137,0
31139,1
31141,0
31143,0
31145,0
31147,1
31149,1
31151,1
31153,0
31155,1
31157,0
31159,0
31161,1
31163,0
31165,0
31167,0
31169,0
31171,0
31173,1
31175,0
31177,0
31179,1
31181,0
31183,1
31185,1
32001,0
32003,1
32005,1
32007,1
32009,0
32011,1
32013,1
32015,1
32017,1
32019,1
32021,0
32023,1
32027,1
32029,1
32031,1
32033,1
32510,1
33001,0
33003,0
33005,0
33007,0
33009,0
33011,0
33013,0
33015,0
33017,0
33019,0
34001,0
34003,0
34005,0
34007,0
34009,0
34011,0
34013,0
34015,0
34017,0
34019,0
34021,0
34023,0
34025,0
34027,0
34029,0
34031,0
34033,0
34035,0
34037,0
34039,0
34041,0
35001,0
35003,0
35005,1
35006,0
35007,0
35009,1
35011,1
35013,1
35015,0
35017,0
35019,1
35021,1
35023,1
35025,1
35027,0
35028,0
35029,1
35031,0
35033,0
35035,0
35037,1
35039,0
35041,1
35043,0
35045,0
35047,0
35049,0
35051,0
35053,0
35055,0
35057,0
35059,1
35061,0
36001,0
36003,0
36005,0
36007,0
36009,0
36011,1
36013,0
36015,0
36017,0
36019,0
36021,0
36023,0
36025,0
36027,0
36029,0
36031,0
36033,0
36035,0
36037,1
36039,0
36041,0
36043,0
36045,0
36047,0
36049,0
36051,1
36053,0
36055,0
36057,0
36059,0
36061,0
36063,1
36065,0
36067,0
36069,1
36071,0
36073,1
36075,0
36077,0
36079,0
36081,0
36083,0
36085,0
36087,0
36089,0
36091,0
36093,0
36095,0
36097,0
36099,1
36101,0
36103,0
36105,0
36107,0
36109,0
36111,0
36113,0
36115,0
36117,1
36119,0
36121,0
36123,1
37001,0
37003,0
37005,0
37007,0
37009,0
37011,0
37013,0
37015,0
37017,0
37019,0
37021,0
37023,0
37025,0
37027,0
37029,0
37031,0
37033,0
37035,0
37037,0
37039,0
37041,0
37043,0
37045,0
37047,0
37049,0
37051,0
37053,0
37055,0
37057,0
37059,0
37061,0
37063,0
37065,0
37067,0
37069,0
37071,0
37073,0
37075,0
37077,0
37079,0
37081,0
37083,0
37085,0
37087,0
37089,0
37091,0
37093,0
37095,0
37097,0
37099,0
37101,0
37103,0
37105,0
37107,0
37109,0
37111,0
37113,0
37115,0
37117,0
37119,0
37121,0
37123,0
37125,0
37127,0
37129,0
37131,0
37133,0
37135,0
37137,0
37139,1
37141,0
37143,0
37145,0
37147,0
37149,0
37151,0
37153,0
37155,0
37157,0
37159,0
37161,0
37163,0
37165,0
37167,0
37169,0
37171,0
37173,0
37175,0
37177,0
37179,0
37181,0
37183,0
37185,0
37187,0
37189,0
37191,0
37193,0
37195,0
37197,0
37199,0
38001,1
38003,1
38005,1
38007,0
38009,0
38011,0
38013,1
38015,1
38017,1
38019,1
38021,1
38023,1
38025,1
38027,1
38029,1
38031,1
38033,0
38035,1
38037,1
38039,1
38041,1
38043,1
38045,1
38047,1
38049,1
38051,1
38053,0
38055,1
38057,1
38059,1
38061,1
38063,1
38065,1
38067,1
38069,1
38071,1
38073,1
38075,1
38077,1
38079,0
38081,1
38083,1
38085,1
38087,0
38089,1
38091,1
38093,1
38095,1
38097,1
38099,1
38101,1
38103,1
38105,1
39001,0
39003,1
39005,0
39007,0
39009,0
39011,1
39013,0
39015,1
39017,1
39019,0
39021,1
39023,1
39025,1
39027,1
39029,0
39031,0
39033,1
39035,0
39037,1
39039,1
39041,0
39043,0
39045,1
39047,1
39049,0
39051,1
39053,0
39055,0
39057,1
39059,0
39061,0
39063,1
39065,1
39067,0
39069,1
39071,1
39073,0
39075,0
39077,0
39079,0
39081,0
39083,0
39085,1
39087,0
39089,0
39091,0
39093,0
39095,1
39097,1
39099,0
39101,1
39103,0
39105,0
39107,1
39109,1
39111,0
39113,1
39115,0
39117,0
39119,0
39121,0
39123,0
39125,1
39127,0
39129,1
39131,0
39133,0
39135,1
39137,1
39139,0
39141,0
39143,1
39145,0
39147,0
39149,1
39151,0
39153,0
39155,0
39157,0
39159,0
39161,1
39163,0
39165,1
39167,0
39169,1
39171,1
39173,1
39175,1
40001,0
40003,0
40005,1
40007,1
40009,1
40011,0
40013,1
40015,0
40017,0
40019,0
40021,0
40023,1
40025,1
40027,0
40029,0
40031,0
40033,1
40035,0
40037,0
40039,1
40041,0
40043,0
40045,1
40047,1
40049,0
40051,0
40053,1
40055,1
40057,1
40059,1
40061,1
40063,0
40065,0
40067,0
40069,0
40071,0
40073,0
40075,0
40077,1
40079,1
40081,0
40083,0
40085,0
40087,0
40089,1
40091,0
40093,0
40095,0
40097,0
40099,0
40101,0
40103,0
40105,0
40107,0
40109,0
40111,0
40113,0
40115,0
40117,0
40119,0
40121,0
40123,0
40125,0
40127,1
40129,1
40131,0
40133,0
40135,0
40137,0
40139,1
40141,0
40143,0
40145,0
40147,0
40149,0
40151,1
40153,1
41001,0
41003,0
41005,0
41007,0
41009,0
41011,0
41013,0
41015,0
41017,0
41019,0
41021,1
41023,0
41025,0
41027,0
41029,0
41031,0
41033,0
41035,0
41037,0
41039,0
41041,0
41043,0
41045,0
41047,0
41049,0
41051,0
41053,0
41055,1
41057,0
41059,0
41061,0
41063,0
41065,0
41067,0
41069,0
41071,0
42001,0
42003,0
42005,0
42007,0
42009,0
42011,0
42013,0
42015,0
42017,0
42019,0
42021,0
42023,0
42025,0
42027,0
42029,0
42031,0
42033,0
42035,0
42037,0
42039,0
42041,0
42043,0
42045,0
42047,0
42049,1
42051,0
42053,0
42055,0
42057,0
42059,0
42061,0
42063,0
42065,0
42067,0
42069,0
42071,1
42073,0
42075,0
42077,0
42079,0
42081,0
42083,0
42085,0
42087,0
42089,0
42091,0
42093,0
42095,0
42097,0
42099,0
42101,0
42103,0
42105,0
42107,0
42109,0
42111,0
42113,0
42115,0
42117,0
42119,0
42121,0
42123,0
42125,0
42127,0
42129,0
42131,0
42133,0
44001,0
44003,0
44005,0
44007,0
44009,0
45001,0
45003,0
45005,0
45007,0
45009,0
45011,0
45013,0
45015,0
45017,0
45019,0
45021,0
45023,0
45025,0
45027,0
45029,0
45031,0
45033,0
45035,0
45037,0
45039,0
45041,0
45043,0
45045,0
45047,0
45049,0
45051,0
45053,0
45055,0
45057,0
45059,0
45061,0
45063,0
45065,0
45067,0
45069,0
45071,0
45073,0
45075,0
45077,0
45079,0
45081,0
45083,0
45085,0
45087,0
45089,0
45091,0
46003,1
46005,1
46007,1
46009,1
46011,1
46013,1
46015,1
46017,1
46019,1
46021,1
46023,1
46025,1
46027,1
46029,1
46031,1
46033,0
46035,1
46037,1
46039,1
46041,1
46043,1
46045,1
46047,0
46049,1
46051,1
46053,1
46055,1
46057,1
46059,1
46061,1
46063,0
46065,1
46067,1
46069,1
46071,1
46073,1
46075,1
46077,1
46079,1
46081,0
46083,1
46085,1
46087,1
46089,1
46091,1
46093,1
46095,1
46097,1
46099,1
46101,1
46102,1
46103,0
46105,1
46107,1
46109,1
46111,1
46115,1
46117,1
46119,1
46121,1
46123,1
46125,1
46127,1
46129,1
46135,1
46137,1
47001,0
47003,1
47005,0
47007,0
47009,0
47011,0
47013,0
47015,0
47017,0
47019,0
47021,0
47023,0
47025,0
47027,0
47029,0
47031,1
47033,1
47035,0
47037,0
47039,0
47041,0
47043,0
47045,1
47047,1
47049,0
47051,0
47053,1
47055,1
47057,0
47059,0
47061,0
47063,0
47065,0
47067,0
47069,0
47071,0
47073,0
47075,1
47077,0
47079,0
47081,0
47083,0
47085,0
47087,0
47089,0
47091,0
47093,0
47095,1
47097,1
47099,1
47101,0
47103,1
47105,0
47107,0
47109,0
47111,0
47113,0
47115,0
47117,1
47119,1
47121,0
47123,0
47125,0
47127,1
47129,0
47131,1
47133,0
47135,0
47137,0
47139,0
47141,0
47143,0
47145,0
47147,1
47149,1
47151,0
47153,0
47155,0
47157,0
47159,0
47161,0
47163,0
47165,1
47167,1
47169,1
47171,0
47173,0
47175,0
47177,0
47179,0
47181,0
47183,1
47185,0
47187,0
47189,1
48001,0
48003,1
48005,0
48007,1
48009,0
48011,0
48013,0
48015,1
48017,1
48019,0
48021,0
48023,1
48025,0
48027,0
48029,0
48031,0
48033,0
48035,0
48037,1
48039,1
48041,1
48043,1
48045,1
48047,0
48049,0
48051,0
48053,0
48055,0
48057,1
48059,0
48061,1
48063,0
48065,1
48067,0
48069,1
48071,1
48073,0
48075,1
48077,0
48079,1
48081,1
48083,0
48085,0
48087,1
48089,0
48091,0
48093,0
48095,0
48097,0
48099,0
48101,1
48103,1
48105,1
48107,1
48109,0
48111,1
48113,0
48115,0
48117,1
48119,1
48121,0
48123,0
48125,1
48127,0
48129,1
48131,0
48133,0
48135,1
48137,1
48139,0
48141,1
48143,0
48145,0
48147,1
48149,0
48151,0
48153,1
48155,1
48157,1
48159,1
48161,0
48163,1
48165,0
48167,1
48169,0
48171,0
48173,0
48175,0
48177,0
48179,1
48181,1
48183,1
48185,1
48187,0
48189,1
48191,1
48193,0
48195,1
48197,1
48199,0
48201,1
48203,0
48205,1
48207,1
48209,0
48211,1
48213,0
48215,1
48217,0
48219,1
48221,0
48223,1
48225,0
48227,0
48229,1
48231,1
48233,1
48235,1
48237,0
48239,1
48241,0
48243,0
48245,1
48247,0
48249,0
48251,0
48253,1
48255,0
48257,1
48259,0
48261,0
48263,0
48265,0
48267,1
48269,1
48271,1
48273,0
48275,1
48277,1
48279,1
48281,0
48283,1
48285,1
48287,0
48289,0
48291,0
48293,0
48295,1
48297,0
48299,0
48301,1
48303,1
48305,0
48307,0
48309,0
48311,1
48313,1
48315,0
48317,0
48319,0
48321,1
48323,1
48325,1
48327,1
48329,0
48331,0
48333,0
48335,1
48337,0
48339,0
48341,1
48343,0
48345,1
48347,0
48349,0
48351,0
48353,1
48355,1
48357,1
48359,1
48361,1
48363,1
48365,0
48367,0
48369,1
48371,1
48373,0
48375,1
48377,1
48379,1
48381,1
48383,1
48385,0
48387,1
48389,1
48391,0
48393,1
48395,0
48397,1
48399,1
48401,0
48403,0
48405,0
48407,0
48409,1
48411,0
48413,1
48415,0
48417,1
48419,0
48421,1
48423,1
48425,1
48427,1
48429,1
48431,1
48433,1
48435,1
48437,1
48439,0
48441,1
48443,1
48445,0
48447,1
48449,1
48451,1
48453,0
48455,0
48457,0
48459,0
48461,1
48463,0
48465,1
48467,1
48469,0
48471,0
48473,1
48475,1
48477,0
48479,1
48481,1
48483,1
48485,1
48487,1
48489,0
48491,0
48493,0
48495,1
48497,0
48499,1
48501,1
48503,1
48505,1
48507,1
49001,1
49003,0
49005,0
49007,0
49009,0
49011,0
49013,0
49015,0
49017,0
49019,0
49021,0
49023,0
49025,0
49027,1
49029,0
49031,0
49033,1
49035,0
49037,0
49039,0
