Fips,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
13197,8.0,-94.34,32.79,951.7,0.0,0.0,454.0,6.0,7185.0,,,,,,,27.0,7.0,782.0,,,,,,,13.0,5.0,439.0,,,,13.0,3.0,532.0,,,,108.0,3.0,2324.0,,,,144.0,8.0,2891.0,,,,34.0,7.0,430.0,18.0,8.0,244.0,,,
13199,21.0,-84.67,33.04,1309.06,0.0,0.0,82.0,9.0,4106.0,,,,,,,451.0,38.0,23544.0,13.0,6.0,368.0,27.0,4.0,2401.0,52.0,16.0,2291.0,,,,38.0,10.0,1381.0,,,,87.0,15.0,3948.0,,,,853.0,26.0,31019.0,,,,256.0,24.0,3285.0,98.0,35.0,1712.0,,,
13201,6.0,-84.74,31.16,734.33,0.0,0.0,22.0,7.0,925.0,,,,,,,66.0,13.0,2554.0,171.0,8.0,7059.0,12.0,3.0,503.0,47.0,9.0,2220.0,5.0,3.0,123.0,45.0,13.0,1130.0,,,,,,,,,,593.0,17.0,25125.0,7.0,3.0,271.0,72.0,8.0,867.0,49.0,13.0,1328.0,,,
13205,22.0,-100.92,32.29,1331.03,1.57,0.04,32.0,7.0,1059.0,,,,,,,89.0,27.0,3633.0,218.0,25.0,10561.0,16.0,4.0,728.0,128.0,22.0,6097.0,87.0,11.0,3241.0,148.0,26.0,6835.0,,,,118.0,8.0,3061.0,,,,510.0,32.0,19419.0,,,,387.0,33.0,6413.0,160.0,43.0,3588.0,,,
13207,27.0,-90.18,38.27,1031.48,0.0,0.0,123.0,17.0,5517.0,,,,525.0,8.0,52900.0,373.0,55.0,17021.0,83.0,15.0,4899.0,20.0,5.0,1038.0,156.0,26.0,8182.0,40.0,21.0,1772.0,242.0,50.0,16478.0,46.0,3.0,4509.0,395.0,33.0,13891.0,42.0,3.0,729.0,1038.0,56.0,37367.0,80.0,7.0,1767.0,704.0,39.0,10272.0,296.0,62.0,9270.0,,,
13209,9.0,-95.51,30.3,634.05,0.0,0.0,28.0,5.0,1226.0,,,,,,,106.0,10.0,5342.0,,,,,,,47.0,7.0,1619.0,,,,20.0,5.0,527.0,,,,3.0,6.0,865.0,,,,118.0,7.0,3724.0,,,,88.0,8.0,1029.0,50.0,10.0,1181.0,,,
13211,19.0,-90.19,39.71,917.69,0.0,0.0,78.0,10.0,5633.0,,,,,,,286.0,61.0,14039.0,161.0,18.0,7715.0,60.0,9.0,2961.0,180.0,29.0,12596.0,45.0,25.0,2287.0,239.0,48.0,13700.0,,,,706.0,30.0,25392.0,53.0,3.0,727.0,529.0,42.0,16202.0,62.0,13.0,1603.0,1064.0,52.0,15957.0,298.0,49.0,6683.0,,,
13213,40.0,-84.74,34.79,897.86,0.0,0.0,19.0,3.0,727.0,,,,,,,153.0,26.0,5740.0,670.0,26.0,42219.0,26.0,4.0,1186.0,94.0,18.0,4333.0,226.0,13.0,12372.0,70.0,16.0,1541.0,,,,84.0,14.0,3315.0,14.0,4.0,391.0,552.0,35.0,21053.0,22.0,5.0,447.0,627.0,43.0,8181.0,197.0,41.0,5209.0,,,
13215,196.0,-84.85,32.48,572.5,1.99,3.6,42.0,7.0,2486.0,,,,159.0,7.0,15746.0,3261.0,242.0,160077.0,2762.0,158.0,151605.0,1397.0,67.0,64726.0,12713.0,318.0,1060221.0,1409.0,254.0,58983.0,2635.0,333.0,136652.0,1371.0,25.0,197723.0,3138.0,228.0,88522.0,718.0,45.0,20720.0,15632.0,664.0,749494.0,1119.0,65.0,22871.0,11573.0,501.0,187736.0,4276.0,455.0,107527.0,16.0,4.0,92.0
13217,108.0,-93.74,30.81,723.13,0.0,0.0,4.0,3.0,63.0,,,,,,,1500.0,199.0,82240.0,1864.0,78.0,190154.0,311.0,28.0,14250.0,528.0,66.0,31863.0,196.0,64.0,8448.0,351.0,104.0,15500.0,34.0,7.0,2641.0,976.0,70.0,26029.0,306.0,16.0,15696.0,2527.0,140.0,122019.0,292.0,20.0,4082.0,2610.0,141.0,41208.0,715.0,141.0,18209.0,2.0,4.0,36.0
13219,38.0,-83.43,33.83,482.64,0.0,0.0,18.0,6.0,1695.0,,,,,,,867.0,143.0,44751.0,245.0,41.0,16892.0,246.0,21.0,8734.0,477.0,100.0,35944.0,553.0,96.0,33373.0,1018.0,176.0,54775.0,101.0,4.0,7064.0,844.0,89.0,36795.0,497.0,25.0,12640.0,1973.0,172.0,96045.0,127.0,17.0,3202.0,1899.0,77.0,24777.0,897.0,94.0,25736.0,,,
13221,15.0,-83.1,33.87,1144.71,0.0,0.0,9.0,3.0,360.0,80.0,8.0,3500.0,,,,204.0,35.0,9405.0,87.0,10.0,6003.0,,,,26.0,5.0,1895.0,,,,36.0,14.0,1244.0,,,,85.0,16.0,1647.0,45.0,5.0,845.0,107.0,10.0,2899.0,,,,138.0,7.0,2033.0,40.0,18.0,859.0,,,
13223,160.0,-84.86,33.89,814.12,0.0,0.0,,,,,,,15.0,3.0,690.0,2070.0,379.0,101643.0,344.0,65.0,20069.0,285.0,24.0,12455.0,427.0,108.0,22052.0,472.0,100.0,31100.0,761.0,199.0,38197.0,32.0,6.0,2464.0,746.0,149.0,27468.0,173.0,22.0,4276.0,3303.0,185.0,147747.0,285.0,25.0,4565.0,4043.0,167.0,64092.0,1136.0,224.0,31220.0,3.0,4.0,60.0
13225,27.0,-83.84,32.55,391.79,0.0,0.0,,,,,,,,,,472.0,44.0,27512.0,329.0,22.0,22437.0,36.0,7.0,1224.0,117.0,24.0,4968.0,57.0,19.0,2475.0,160.0,28.0,8142.0,,,,279.0,27.0,8384.0,,,,593.0,42.0,16408.0,12.0,4.0,352.0,878.0,59.0,12325.0,200.0,41.0,6134.0,,,
13227,31.0,-84.47,34.46,602.57,0.0,0.0,48.0,3.0,1823.0,269.0,4.0,20258.0,104.0,4.0,7557.0,383.0,87.0,21286.0,217.0,44.0,9704.0,33.0,8.0,1228.0,256.0,45.0,15795.0,80.0,39.0,3065.0,200.0,81.0,7793.0,,,,77.0,25.0,2957.0,26.0,8.0,575.0,1443.0,70.0,77406.0,31.0,10.0,453.0,912.0,54.0,14794.0,627.0,84.0,17446.0,,,
13229,19.0,-82.24,31.34,889.21,0.0,0.0,126.0,18.0,6264.0,,,,,,,384.0,52.0,16315.0,355.0,15.0,14680.0,33.0,5.0,685.0,79.0,14.0,4378.0,53.0,12.0,1779.0,52.0,16.0,1437.0,,,,46.0,11.0,2318.0,,,,123.0,20.0,3259.0,54.0,4.0,978.0,369.0,25.0,4506.0,145.0,35.0,3001.0,17.0,4.0,331.0
13231,18.0,-90.85,39.61,568.33,0.0,0.0,19.0,5.0,845.0,,,,,,,409.0,57.0,18650.0,189.0,10.0,9778.0,11.0,5.0,302.0,164.0,14.0,6973.0,19.0,9.0,522.0,62.0,19.0,2226.0,,,,47.0,9.0,1497.0,37.0,3.0,853.0,237.0,17.0,5335.0,,,,165.0,17.0,1609.0,147.0,35.0,3322.0,,,
13233,42.0,-94.82,30.76,808.46,0.0,0.0,,,,,,,32.0,3.0,3392.0,473.0,63.0,25788.0,317.0,21.0,14264.0,329.0,18.0,13882.0,150.0,42.0,6599.0,45.0,16.0,1819.0,109.0,26.0,3706.0,,,,266.0,23.0,13525.0,,,,1266.0,58.0,49683.0,47.0,11.0,875.0,1368.0,70.0,18747.0,420.0,74.0,11019.0,,,
13235,11.0,-89.12,37.23,650.6,0.0,0.0,,,,,,,,,,49.0,15.0,1736.0,32.0,3.0,1150.0,45.0,5.0,3497.0,72.0,12.0,3568.0,12.0,4.0,326.0,43.0,14.0,2091.0,,,,88.0,8.0,4647.0,,,,894.0,23.0,39886.0,17.0,3.0,263.0,333.0,21.0,4029.0,53.0,18.0,1205.0,,,
13237,22.0,-89.27,41.2,933.87,0.0,0.0,14.0,3.0,181.0,,,,117.0,7.0,8139.0,322.0,67.0,16376.0,142.0,26.0,6730.0,59.0,4.0,2812.0,129.0,20.0,6211.0,56.0,21.0,4082.0,88.0,38.0,2949.0,,,,447.0,27.0,13906.0,58.0,3.0,1700.0,501.0,36.0,16336.0,41.0,12.0,741.0,510.0,30.0,8525.0,208.0,39.0,4926.0,,,
13239,2.0,-85.02,31.88,416.13,0.0,0.0,,,,,,,,,,,,,,,,,,,9.0,4.0,693.0,,,,,,,,,,,,,,,,12.0,3.0,486.0,,,,,,,20.0,6.0,376.0,,,
13241,17.0,-83.43,34.88,977.23,0.0,0.0,,,,,,,17.0,3.0,1673.0,347.0,84.0,12489.0,12.0,4.0,383.0,29.0,3.0,1101.0,119.0,19.0,6774.0,63.0,22.0,2044.0,133.0,51.0,4908.0,,,,112.0,18.0,2831.0,379.0,7.0,14305.0,541.0,39.0,22456.0,144.0,14.0,4698.0,1356.0,68.0,25290.0,208.0,57.0,5038.0,,,
13243,7.0,-89.81,38.05,1115.73,0.0,0.0,183.0,15.0,8482.0,,,,,,,20.0,7.0,543.0,80.0,8.0,3501.0,,,,37.0,8.0,1154.0,4.0,4.0,100.0,25.0,6.0,698.0,,,,14.0,5.0,566.0,,,,269.0,11.0,8956.0,,,,84.0,10.0,1098.0,36.0,14.0,428.0,,,
13245,202.0,-74.15,40.58,851.37,1.98,1.86,15.0,5.0,468.0,82.0,6.0,6434.0,255.0,7.0,25048.0,2912.0,259.0,142833.0,2869.0,188.0,149043.0,1868.0,68.0,93137.0,1456.0,241.0,110398.0,1093.0,197.0,50836.0,3935.0,445.0,256780.0,927.0,22.0,78216.0,7115.0,200.0,193331.0,1295.0,49.0,41694.0,24230.0,627.0,1487896.0,1383.0,49.0,52389.0,10906.0,467.0,176656.0,3237.0,441.0,100113.0,7.0,9.0,525.0
13247,90.0,-84.03,33.64,342.15,1.53,0.37,4.0,3.0,154.0,,,,138.0,4.0,9223.0,4427.0,204.0,266538.0,756.0,81.0,50521.0,977.0,40.0,80731.0,640.0,116.0,31281.0,445.0,78.0,31947.0,833.0,182.0,48136.0,1158.0,12.0,172615.0,2325.0,115.0,73739.0,292.0,25.0,7213.0,4092.0,283.0,193014.0,164.0,21.0,2359.0,4858.0,214.0,75022.0,1122.0,203.0,36098.0,3.0,6.0,53.0
13249,5.0,-84.32,32.25,435.06,0.0,0.0,26.0,3.0,1193.0,,,,,,,12.0,5.0,286.0,82.0,4.0,3335.0,,,,,,,,,,5.0,3.0,192.0,,,,8.0,4.0,226.0,,,,27.0,7.0,868.0,,,,27.0,4.0,486.0,34.0,10.0,924.0,,,
13251,14.0,-81.63,32.76,1698.35,0.0,0.0,23.0,6.0,970.0,,,,,,,120.0,29.0,4586.0,9.0,4.0,175.0,,,,102.0,14.0,4549.0,8.0,4.0,447.0,46.0,12.0,2109.0,,,,77.0,11.0,1634.0,,,,284.0,13.0,10962.0,6.0,3.0,118.0,207.0,16.0,2199.0,132.0,37.0,3239.0,,,
13253,8.0,-81.24,28.72,664.48,0.0,0.0,130.0,4.0,6440.0,,,,,,,7.0,3.0,136.0,96.0,11.0,4970.0,12.0,3.0,589.0,72.0,14.0,3609.0,11.0,3.0,268.0,56.0,10.0,1973.0,,,,10.0,4.0,252.0,,,,440.0,22.0,17271.0,,,,154.0,15.0,1890.0,108.0,22.0,2877.0,,,
13255,65.0,-84.28,33.26,516.88,2.95,0.04,4.0,3.0,149.0,,,,,,,578.0,103.0,27882.0,546.0,44.0,36795.0,189.0,18.0,6311.0,416.0,77.0,21897.0,135.0,47.0,4308.0,401.0,78.0,20935.0,11.0,5.0,1367.0,1851.0,59.0,62982.0,66.0,10.0,2229.0,3816.0,141.0,155114.0,154.0,16.0,5461.0,1913.0,110.0,29632.0,583.0,123.0,16140.0,3.0,3.0,58.0
13257,26.0,-98.82,32.69,477.01,0.0,0.0,,,,,,,23.0,3.0,1838.0,293.0,49.0,13808.0,319.0,29.0,13549.0,89.0,9.0,3294.0,182.0,39.0,8161.0,60.0,10.0,3165.0,128.0,37.0,4862.0,186.0,3.0,20660.0,244.0,28.0,11184.0,499.0,4.0,7833.0,1221.0,53.0,51686.0,111.0,6.0,2812.0,600.0,38.0,8470.0,323.0,60.0,9354.0,,,
13259,6.0,-84.85,32.07,1200.74,0.0,0.0,36.0,3.0,1746.0,,,,,,,9.0,3.0,239.0,,,,,,,13.0,6.0,1035.0,,,,8.0,4.0,377.0,,,,432.0,3.0,20450.0,,,,103.0,8.0,3664.0,,,,5.0,3.0,34.0,15.0,8.0,241.0,,,
13261,30.0,-82.08,28.67,1275.09,0.0,0.0,126.0,11.0,6187.0,,,,102.0,3.0,7744.0,189.0,29.0,6232.0,411.0,31.0,16504.0,59.0,7.0,3297.0,203.0,40.0,10770.0,64.0,24.0,1371.0,287.0,35.0,8398.0,,,,465.0,16.0,10915.0,172.0,7.0,5319.0,2691.0,75.0,108921.0,18.0,8.0,527.0,826.0,52.0,11450.0,312.0,78.0,7372.0,,,
13263,6.0,-84.51,32.7,1022.32,0.0,0.0,11.0,3.0,502.0,106.0,3.0,6675.0,,,,233.0,13.0,8083.0,19.0,3.0,409.0,,,,67.0,7.0,3034.0,,,,,,,,,,6.0,3.0,57.0,,,,15.0,3.0,172.0,,,,,,,11.0,7.0,196.0,,,
13265,2.0,-82.9,33.58,506.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,64.0,,,
13267,25.0,-82.06,32.03,1264.49,0.0,0.0,129.0,13.0,5025.0,,,,,,,295.0,35.0,13397.0,611.0,18.0,29337.0,164.0,6.0,5220.0,125.0,21.0,5308.0,16.0,6.0,376.0,52.0,14.0,1099.0,,,,212.0,9.0,5139.0,,,,862.0,24.0,35596.0,,,,344.0,23.0,4837.0,151.0,42.0,2499.0,4.0,3.0,56.0
13269,8.0,-99.88,32.28,983.39,0.0,0.0,,,,,,,82.0,4.0,5130.0,774.0,8.0,4885.0,33.0,5.0,1757.0,,,,42.0,11.0,1664.0,,,,,,,44.0,4.0,2887.0,53.0,4.0,2781.0,,,,222.0,19.0,6136.0,,,,38.0,6.0,461.0,48.0,16.0,1295.0,,,
13271,16.0,-82.93,31.92,1150.1,0.0,0.0,93.0,11.0,4952.0,,,,,,,107.0,8.0,4720.0,143.0,9.0,6002.0,21.0,3.0,1270.0,70.0,12.0,2837.0,,,,23.0,7.0,655.0,,,,390.0,8.0,15240.0,,,,146.0,13.0,3318.0,,,,164.0,17.0,1966.0,85.0,25.0,2195.0,,,
13273,9.0,-102.1,30.2,873.82,0.0,0.0,75.0,5.0,3862.0,,,,,,,45.0,11.0,1275.0,137.0,8.0,6405.0,28.0,3.0,865.0,66.0,16.0,4148.0,6.0,4.0,94.0,41.0,15.0,1429.0,,,,118.0,5.0,2317.0,,,,152.0,13.0,4942.0,6.0,4.0,222.0,143.0,14.0,2134.0,55.0,17.0,1283.0,,,
13275,45.0,-83.95,30.87,1430.28,0.0,0.0,105.0,19.0,4101.0,,,,,,,437.0,79.0,21160.0,468.0,51.0,27983.0,144.0,17.0,7616.0,713.0,89.0,43624.0,138.0,49.0,6198.0,416.0,77.0,18390.0,1780.0,10.0,143212.0,1009.0,67.0,28332.0,437.0,6.0,12510.0,3666.0,142.0,189925.0,74.0,17.0,1602.0,1798.0,98.0,26833.0,836.0,122.0,17249.0,,,
13277,41.0,-83.52,31.46,696.26,1.72,0.22,72.0,7.0,2408.0,,,,152.0,6.0,10963.0,565.0,68.0,25515.0,1538.0,71.0,86842.0,235.0,18.0,14248.0,427.0,84.0,22169.0,175.0,47.0,6760.0,651.0,78.0,31330.0,27.0,3.0,5802.0,1140.0,33.0,31076.0,115.0,10.0,3108.0,3681.0,126.0,207051.0,107.0,9.0,1239.0,2728.0,106.0,37338.0,583.0,94.0,16028.0,1.0,4.0,34.0
13279,27.0,-82.33,32.13,960.99,0.0,0.0,130.0,16.0,4864.0,,,,135.0,7.0,8887.0,353.0,31.0,17520.0,661.0,19.0,26186.0,90.0,10.0,2999.0,275.0,41.0,13164.0,38.0,18.0,1097.0,186.0,51.0,6462.0,,,,290.0,27.0,7066.0,161.0,5.0,3368.0,2010.0,95.0,91901.0,29.0,5.0,168.0,1106.0,71.0,15857.0,367.0,69.0,11896.0,,,
13281,12.0,-83.72,34.9,445.04,0.0,0.0,,,,,,,,,,160.0,36.0,7594.0,14.0,9.0,507.0,33.0,8.0,1624.0,62.0,15.0,2601.0,52.0,16.0,2351.0,69.0,17.0,2230.0,,,,103.0,10.0,2625.0,,,,562.0,30.0,20979.0,48.0,5.0,1139.0,673.0,39.0,12328.0,64.0,22.0,1530.0,,,
13283,7.0,-82.57,32.4,524.3,0.0,0.0,,,,,,,,,,9.0,5.0,532.0,,,,,,,39.0,5.0,1691.0,,,,,,,,,,3.0,4.0,96.0,,,,138.0,9.0,3765.0,,,,48.0,4.0,554.0,43.0,14.0,809.0,,,
13285,70.0,-85.03,33.02,1154.94,1.52,0.09,30.0,7.0,1405.0,,,,,,,1905.0,120.0,116277.0,787.0,54.0,38029.0,750.0,18.0,36615.0,887.0,96.0,40483.0,210.0,69.0,8735.0,485.0,94.0,28389.0,707.0,10.0,71316.0,2743.0,74.0,80673.0,1264.0,10.0,24880.0,3684.0,159.0,195961.0,192.0,17.0,3531.0,3180.0,143.0,50718.0,787.0,160.0,19665.0,3.0,3.0,88.0
13287,8.0,-83.62,31.7,750.75,0.0,0.0,43.0,4.0,1999.0,,,,,,,12.0,4.0,449.0,188.0,13.0,5719.0,,,,59.0,15.0,2274.0,43.0,3.0,1413.0,33.0,9.0,1178.0,,,,15.0,4.0,558.0,,,,184.0,15.0,6079.0,,,,197.0,16.0,2611.0,39.0,18.0,769.0,,,
13289,8.0,-83.44,32.65,939.27,0.0,0.0,23.0,3.0,1230.0,,,,,,,48.0,9.0,1782.0,,,,,,,9.0,3.0,264.0,,,,7.0,3.0,283.0,,,,,,,,,,154.0,8.0,5355.0,,,,51.0,5.0,715.0,34.0,13.0,572.0,,,
13291,23.0,-89.25,37.46,852.44,0.0,0.0,4.0,4.0,82.0,,,,12.0,3.0,381.0,296.0,76.0,12079.0,96.0,12.0,4720.0,35.0,6.0,2062.0,149.0,30.0,9372.0,44.0,34.0,2348.0,184.0,42.0,8087.0,549.0,4.0,51243.0,82.0,21.0,2758.0,,,,1450.0,69.0,58483.0,28.0,7.0,518.0,713.0,50.0,10401.0,310.0,63.0,8317.0,,,
13293,26.0,-84.29,32.86,848.36,0.0,0.0,,,,,,,64.0,5.0,4397.0,212.0,30.0,10032.0,20.0,8.0,559.0,70.0,9.0,2789.0,186.0,31.0,9865.0,17.0,12.0,719.0,103.0,30.0,5422.0,,,,111.0,16.0,3846.0,35.0,5.0,970.0,1409.0,59.0,66513.0,,,,655.0,46.0,9373.0,345.0,87.0,8478.0,,,
13295,69.0,-95.55,30.68,1157.94,0.0,0.0,,,,,,,,,,621.0,60.0,29365.0,303.0,38.0,10639.0,51.0,6.0,1965.0,260.0,50.0,13298.0,44.0,25.0,1404.0,154.0,44.0,7344.0,,,,245.0,29.0,3902.0,863.0,7.0,13390.0,959.0,50.0,30524.0,318.0,4.0,8471.0,722.0,60.0,10431.0,625.0,103.0,14331.0,,,
13297,91.0,-86.19,30.62,854.6,0.0,0.0,24.0,8.0,651.0,,,,198.0,5.0,18476.0,1790.0,317.0,99129.0,826.0,81.0,43265.0,142.0,26.0,7921.0,412.0,99.0,20929.0,208.0,97.0,9120.0,470.0,149.0,20035.0,28.0,8.0,2584.0,939.0,138.0,36950.0,547.0,19.0,13187.0,2690.0,149.0,111117.0,65.0,15.0,1704.0,2291.0,122.0,34238.0,918.0,185.0,23141.0,,,
13299,36.0,-82.48,31.17,2348.12,0.0,0.0,106.0,10.0,4812.0,,,,72.0,7.0,4919.0,511.0,61.0,19457.0,381.0,39.0,15762.0,131.0,11.0,4462.0,250.0,46.0,17706.0,94.0,32.0,2157.0,224.0,54.0,6957.0,185.0,6.0,11087.0,604.0,30.0,14931.0,10.0,5.0,207.0,2384.0,121.0,119092.0,150.0,8.0,1742.0,1525.0,79.0,22193.0,542.0,102.0,13029.0,1.0,4.0,31.0
13301,5.0,-79.27,41.81,742.43,0.0,0.0,26.0,4.0,1327.0,,,,,,,3.0,5.0,208.0,60.0,4.0,2262.0,,,,6.0,3.0,197.0,17.0,6.0,698.0,11.0,4.0,459.0,,,,,,,,,,130.0,7.0,4322.0,,,,,,,39.0,11.0,845.0,,,
13303,20.0,-96.39,30.22,1772.21,1.63,0.03,55.0,10.0,2395.0,768.0,8.0,60875.0,72.0,3.0,5299.0,244.0,27.0,11580.0,85.0,10.0,3963.0,29.0,5.0,1180.0,147.0,25.0,7541.0,51.0,14.0,3352.0,240.0,20.0,16125.0,,,,96.0,11.0,1900.0,,,,862.0,40.0,24644.0,28.0,3.0,376.0,418.0,25.0,5240.0,164.0,43.0,4809.0,,,
13305,30.0,-88.42,38.43,1680.14,0.0,0.0,28.0,7.0,904.0,,,,40.0,5.0,2438.0,737.0,74.0,31355.0,120.0,13.0,5085.0,87.0,10.0,1980.0,150.0,28.0,7637.0,53.0,14.0,1409.0,147.0,35.0,12594.0,,,,93.0,12.0,3212.0,58.0,6.0,859.0,1188.0,78.0,48480.0,31.0,5.0,536.0,851.0,56.0,11312.0,288.0,77.0,6078.0,,,
13307,3.0,-84.55,32.05,544.91,0.0,0.0,30.0,4.0,1148.0,,,,,,,,,,,,,,,,6.0,3.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,109.0,,,
13309,8.0,-100.26,35.39,777.69,0.0,0.0,139.0,16.0,6342.0,,,,,,,2.0,3.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,83.0,,,
13311,29.0,-88.16,38.06,627.36,0.0,0.0,44.0,7.0,1122.0,,,,,,,685.0,78.0,34039.0,85.0,15.0,2699.0,73.0,10.0,3819.0,172.0,30.0,9911.0,107.0,28.0,3743.0,136.0,46.0,4901.0,,,,183.0,28.0,4619.0,476.0,10.0,8898.0,820.0,40.0,29104.0,78.0,12.0,1780.0,1379.0,98.0,30413.0,330.0,78.0,7829.0,,,
13313,104.0,-84.97,34.8,753.81,1.92,0.47,5.0,3.0,2479.0,,,,209.0,4.0,17771.0,814.0,118.0,38916.0,3948.0,217.0,191002.0,423.0,29.0,20238.0,679.0,151.0,36318.0,232.0,63.0,9634.0,1508.0,174.0,84253.0,1700.0,14.0,201275.0,1439.0,83.0,52034.0,64.0,12.0,1436.0,5491.0,185.0,281396.0,375.0,21.0,6244.0,3969.0,182.0,58167.0,1645.0,192.0,51300.0,,,
13315,9.0,-83.44,31.96,989.41,0.0,0.0,292.0,4.0,8225.0,,,,,,,18.0,7.0,314.0,28.0,5.0,1027.0,,,,61.0,10.0,2847.0,,,,5.0,3.0,109.0,,,,,,,,,,111.0,8.0,2145.0,,,,10.0,3.0,80.0,20.0,10.0,393.0,,,
13317,10.0,-81.13,36.2,1227.88,0.0,0.0,86.0,11.0,3624.0,,,,,,,190.0,12.0,12570.0,57.0,7.0,2841.0,,,,77.0,15.0,3644.0,5.0,3.0,251.0,32.0,11.0,1051.0,,,,29.0,6.0,1107.0,,,,300.0,20.0,5687.0,,,,162.0,17.0,2183.0,77.0,25.0,1437.0,,,
13319,9.0,-83.16,32.79,1170.46,0.0,0.0,,,,525.0,4.0,39344.0,,,,397.0,16.0,18099.0,27.0,4.0,1006.0,19.0,3.0,830.0,41.0,5.0,2548.0,3.0,3.0,41.0,29.0,6.0,829.0,,,,45.0,4.0,1176.0,,,,135.0,14.0,4315.0,,,,16.0,5.0,175.0,81.0,21.0,1310.0,,,
13321,20.0,-83.87,31.52,1488.72,0.0,0.0,64.0,4.0,2689.0,,,,,,,165.0,29.0,7605.0,376.0,27.0,15232.0,19.0,6.0,623.0,119.0,19.0,5185.0,12.0,4.0,187.0,71.0,14.0,2251.0,,,,128.0,16.0,2287.0,,,,423.0,21.0,13733.0,11.0,4.0,99.0,203.0,18.0,4000.0,130.0,37.0,3088.0,,,
15001,199.0,-155.56,19.63,10456.01,2.14,0.1,89.0,12.0,3160.0,,,,503.0,18.0,56774.0,2765.0,417.0,166467.0,1822.0,169.0,91474.0,735.0,68.0,43089.0,1139.0,180.0,61810.0,1754.0,267.0,90151.0,1413.0,341.0,80906.0,451.0,17.0,20749.0,4969.0,272.0,156119.0,1337.0,59.0,44442.0,7988.0,480.0,450015.0,1267.0,75.0,44063.0,13158.0,478.0,423676.0,1987.0,405.0,61289.0,8.0,10.0,148.0
15003,985.0,-157.96,21.47,1602.17,7.65,11.41,28.0,19.0,982.0,131.0,3.0,9126.0,2445.0,23.0,257161.0,22918.0,1732.0,1761838.0,14288.0,1110.0,809628.0,6758.0,366.0,415455.0,18468.0,1065.0,1401642.0,9397.0,1286.0,559677.0,18773.0,2402.0,1373095.0,7333.0,199.0,625720.0,23236.0,1094.0,842014.0,15603.0,379.0,588699.0,54323.0,2576.0,3191686.0,7306.0,259.0,197726.0,65882.0,2590.0,1964448.0,20474.0,2505.0,678268.0,72.0,24.0,2016.0
15007,72.0,-159.49,22.06,1635.02,2.3,0.38,11.0,4.0,180.0,,,,215.0,14.0,21808.0,1466.0,245.0,96928.0,690.0,80.0,37232.0,219.0,25.0,12472.0,407.0,73.0,22369.0,1003.0,154.0,49026.0,719.0,152.0,41961.0,61.0,6.0,2541.0,2202.0,152.0,79356.0,298.0,35.0,8212.0,3254.0,198.0,192541.0,1196.0,61.0,38290.0,9245.0,300.0,341738.0,1069.0,199.0,34755.0,,,
15009,166.0,-156.31,20.76,3024.35,3.27,0.89,,,,,,,470.0,15.0,49267.0,3737.0,492.0,268914.0,1532.0,160.0,78997.0,638.0,81.0,35225.0,892.0,160.0,55653.0,2290.0,342.0,102178.0,1794.0,435.0,111431.0,187.0,12.0,11098.0,4991.0,325.0,181993.0,909.0,80.0,30067.0,7605.0,467.0,455722.0,2284.0,143.0,68485.0,22830.0,539.0,935597.0,2938.0,499.0,98184.0,11.0,9.0,306.0
16001,457.0,-116.24,43.41,2747.09,2.13,2.98,36.0,17.0,899.0,94.0,13.0,3665.0,2015.0,41.0,222034.0,16247.0,1880.0,856197.0,14494.0,678.0,1048036.0,6620.0,304.0,397653.0,10116.0,1067.0,725487.0,3882.0,1097.0,177341.0,14827.0,1964.0,973799.0,5835.0,111.0,571537.0,14102.0,914.0,515000.0,2501.0,193.0,93015.0,37708.0,1714.0,2072782.0,4502.0,233.0,73401.0,23730.0,1106.0,424628.0,8763.0,1110.0,275078.0,12.0,22.0,469.0
16003,4.0,-91.21,39.98,3546.52,0.0,0.0,29.0,5.0,2040.0,,,,,,,39.0,24.0,1535.0,,,,7.0,3.0,249.0,7.0,3.0,308.0,5.0,5.0,150.0,21.0,10.0,1267.0,,,,18.0,8.0,403.0,,,,43.0,4.0,1813.0,6.0,3.0,396.0,92.0,12.0,947.0,12.0,6.0,253.0,,,
16005,86.0,-112.25,42.69,2973.62,2.19,0.39,,,,,,,115.0,6.0,10595.0,1351.0,254.0,60400.0,894.0,92.0,44360.0,314.0,31.0,12540.0,2475.0,157.0,134253.0,293.0,107.0,10468.0,902.0,185.0,42382.0,16.0,4.0,944.0,1347.0,85.0,26948.0,185.0,19.0,4160.0,5341.0,403.0,223277.0,421.0,32.0,4893.0,3426.0,197.0,52151.0,815.0,156.0,21991.0,,,
